"","note_num","file_name","max_freq","min_freq","mean_freq","median_freq","sd_freq","abs_max_slope","duration"
"56",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_1.24.wav",3.515625,3.46875,3.48205513100437,3.46875,0.0211804273473021,0.046875,0.2650375
"57",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_1.24.wav",6.46875,3.46875,5.43263888888889,4.875,0.984962412589084,2.953125,0.165246052631579
"58",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_1.24.wav",3.28125,3.140625,3.23564189189189,3.28125,0.0554756290501085,0.046875,0.179195394736842
"59",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.17.wav",6.984375,6.375,6.65285773026316,6.6328125,0.189898410367785,0.09375,0.182414473684211
"60",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.17.wav",6.28125,4.5,5.1908203125,4.734375,0.692613025107781,1.359375,0.106229605263158
"61",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.17.wav",3.5625,3.46875,3.48737718340611,3.46875,0.0326827834162673,0.046875,0.2650375
"62",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.17.wav",6.421875,4.546875,5.37210181451613,4.828125,0.799120727001184,1.734375,0.153442763157895
"63",5,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.17.wav",3.1875,3.09375,3.143125,3.140625,0.031673648619821,0.046875,0.10086447368421
"64",6,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.17.wav",3.28125,3.234375,3.26104525862069,3.28125,0.0233141902380133,0.046875,0.144858552631579
"65",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.47.wav",7.6875,6.796875,7.08872767857143,7.03125,0.177233605717923,0.140625,0.19967523995201
"66",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.47.wav",3.890625,3.75,3.80031536697248,3.796875,0.0282517463895289,0.046875,0.253351379724055
"67",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.47.wav",4.921875,4.734375,4.834375,4.828125,0.0659857694297898,0.046875,0.0526026169766046
"68",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.47.wav",3.421875,3.1875,3.35406091370558,3.375,0.0702878109819211,0.046875,0.230807401019796
"69",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.52.wav",7.96875,4.640625,6.69299523305085,6.9375,0.813313965060083,2.296875,0.272626402743142
"70",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.52.wav",3.84375,3.75,3.81270559210526,3.796875,0.0276522097041107,0.046875,0.264039744389027
"71",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.52.wav",4.875,4.6875,4.82044057377049,4.828125,0.0641464738515062,0.140625,0.0858665835411472
"72",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.52.wav",3.375,3.1875,3.34805253623188,3.375,0.0504467529309768,0.046875,0.241499766209476
"73",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.55.wav",7.734375,6.9375,7.19087837837838,7.125,0.210428208889486,0.046875,0.139593479437229
"74",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.55.wav",6.890625,4.875,5.88488924050633,6.65625,0.938695075680654,1.78125,0.105232007575758
"75",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.55.wav",3.84375,3.75,3.79463315217391,3.796875,0.0409155873816398,0.046875,0.266301406926407
"76",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.55.wav",4.921875,4.828125,4.89616935483871,4.921875,0.0379633670517148,0.046875,0.0536897997835498
"77",5,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.55.wav",3.375,3.1875,3.34038461538462,3.375,0.0525332061209003,0.046875,0.228718547077922
"78",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.58.wav",7.640625,4.78125,6.65465716019417,6.984375,0.883494575990814,1.734375,0.240530303030303
"79",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.58.wav",3.890625,3.75,3.79118168016194,3.796875,0.0453600736486786,0.046875,0.284555938852814
"80",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.58.wav",5.015625,4.828125,4.921875,4.875,0.0782669165565677,0.09375,0.0569111877705628
"81",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.58.wav",3.375,3.234375,3.35235252808989,3.375,0.0373622732701269,0.046875,0.210464015151515
"82",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.11.wav",7.078125,4.78125,6.39442567567568,6.984375,0.946163136756814,2.203125,0.139603219090327
"83",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.11.wav",3.890625,3.796875,3.81730769230769,3.796875,0.0297001355579807,0.046875,0.270615470852018
"84",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.11.wav",4.96875,4.78125,4.86346153846154,4.828125,0.0712971914820013,0.046875,0.0902051569506727
"85",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.11.wav",3.421875,3.234375,3.36595812182741,3.375,0.0379797394635584,0.046875,0.230882246957079
"86",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.16.wav",7.125,4.734375,6.40962009803922,6.9375,0.929194883406688,2.015625,0.1834875
"87",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.16.wav",3.84375,3.75,3.77541415662651,3.75,0.0309057567337519,0.046875,0.286498026315789
"88",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.16.wav",4.921875,4.640625,4.79625,4.78125,0.0900613630095773,0.09375,0.0740388157894738
"89",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.16.wav",3.375,3.28125,3.35464285714286,3.375,0.0258690915650128,0.046875,0.207094078947369
"90",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.19.wav",7.828125,7.125,7.38,7.3125,0.220506793939482,0.1875,0.0740688031591737
"91",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.19.wav",7.03125,4.734375,6.24146792763158,6.9375,0.986755928965126,1.875,0.182488355609559
"92",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.19.wav",3.890625,3.75,3.80625,3.796875,0.0391944885499519,0.046875,0.271585611583637
"93",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.19.wav",4.96875,4.875,4.93399784482759,4.921875,0.0298541179990603,0.09375,0.0826564904819764
"94",5,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.19.wav",3.375,3.1875,3.34434121621622,3.375,0.0468570948470703,0.046875,0.21791256581612
"95",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.21.wav",7.359375,4.640625,6.50078125,6.984375,0.963770478236285,2.203125,0.212623798846893
"96",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.21.wav",3.796875,3.75,3.76383535242291,3.75,0.0214275010592733,0.046875,0.263095104633782
"97",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.21.wav",4.96875,4.78125,4.86486486486486,4.875,0.069995060455547,0.046875,0.060136023916293
"98",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.21.wav",3.421875,3.375,3.38308189655172,3.375,0.0177576494506553,0.046875,0.20618065342729
"99",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.24.wav",7.265625,4.640625,6.51687834224599,6.984375,0.902463147409159,2.203125,0.220128179112554
"100",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.24.wav",3.84375,3.75,3.79728982300885,3.796875,0.0361721012256635,0.046875,0.262006222943723
"101",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.24.wav",4.921875,4.6875,4.84801136363636,4.875,0.063140362948265,0.09375,0.0558373917748918
"102",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.24.wav",3.375,3.28125,3.33819018404908,3.328125,0.0284044428248142,0.046875,0.19435707521645
"103",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.26.wav",8.0625,4.828125,6.78132512019231,7.078125,0.915283120906339,1.875,0.242663594470046
"104",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.26.wav",3.796875,3.75,3.76734581497797,3.75,0.0226820234094738,0.046875,0.263064516129032
"105",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.26.wav",4.96875,4.734375,4.87400265957447,4.921875,0.0994317806384109,0.140625,0.0708663594470046
"106",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.26.wav",3.421875,3.1875,3.37095494923858,3.375,0.05947516216702,0.046875,0.230852534562212
"107",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.29.wav",7.875,4.734375,6.81235665137615,7.078125,0.83817655772163,2.109375,0.253415854978355
"108",2,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.29.wav",3.890625,3.65625,3.79908798283262,3.796875,0.0564517434427303,0.046875,0.26952279491342
"109",3,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.29.wav",4.921875,4.734375,4.83909574468085,4.828125,0.0649906986068903,0.046875,0.0708705357142857
"110",4,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.29.wav",3.375,3.28125,3.33697916666667,3.328125,0.0327877583628965,0.046875,0.212611607142857
"111",1,"Poecile.sp_Gm.GO_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.31.wav",7.171875,4.78125,6.61526946107784,6.9375,0.789434942011489,2.0625,0.198758628367847
