,X,file_names,include,threshold,trim_s,trim_f
204,204,Poecile.sp_Gm.RB_Mar062023_SparrowfootPUA.HenryCO.MO_SMP_a_6.31.wav,Y,9,NA,NA
205,205,Poecile.sp_Gm.RB_Mar062023_SparrowfootPUA.HenryCO.MO_SMP_a_6.35.wav,Y,9,NA,NA
206,206,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_0.11.wav,Y,10,NA,NA
207,207,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_0.22.wav,Y,10,NA,NA
208,208,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_0.32.wav,Y,10,NA,NA
209,209,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_0.42.wav,Y,10,NA,NA
210,210,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_0.56.wav,Y,11,NA,NA
211,211,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.00.wav,N,10,NA,NA
212,212,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.05.wav,Y,12,NA,NA
213,213,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.08.wav,Y,11,NA,NA
214,214,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.12.wav,Y,10,NA,NA
215,215,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.16.wav,Y,8,NA,NA
216,216,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.21.wav,Y,10,NA,NA
217,217,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.25.wav,Y,10,NA,NA
218,218,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.32.wav,Y,10,NA,NA
219,219,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.38.wav,Y,10,NA,NA
220,220,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.44.wav,Y,10,NA,NA
221,221,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.47.wav,Y,10,NA,NA
222,222,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.51.wav,Y,10,NA,NA
223,223,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.56.wav,Y,10,NA,NA
224,224,Poecile.sp_Gm.RB_Mar162023_SparrowfootPUA.HenryCO.MO_SMP_a_1.59.wav,Y,8,NA,NA
225,225,Poecile.sp_Gm.RB_Mar232023_SparrowfootPUA.HenryCO.MO_SMP_a_1.53.wav,Y,9,NA,NA
226,226,Poecile.sp_Gm.RB_Mar232023_SparrowfootPUA.HenryCO.MO_SMP_a_1.58.wav,Y,10,NA,NA
227,227,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_1.02.wav,Y,10,NA,NA
228,228,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_1.21.wav,Y,15,NA,NA
229,229,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_1.46.wav,Y,10,NA,NA
230,230,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_1.57.wav,Y,10,NA,NA
231,231,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_2.11.wav,Y,10,NA,NA
232,232,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_2.29.wav,Y,10,NA,NA
233,233,Poecile.sp_Gm.RB_May012022_SparrowfootPUA.HenryCO.MO_JPM_a_2.40.wav,Y,10,NA,NA
234,234,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.46.wav,Y,12,NA,NA
235,235,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_2.54.wav,Y,15,NA,NA
236,236,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.01.wav,Y,10,NA,NA
237,237,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.05.wav,Y,15,NA,NA
238,238,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.10.wav,Y,10,NA,NA
239,239,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.16.wav,Y,10,NA,NA
240,240,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.24.wav,Y,8,NA,NA
241,241,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.30.wav,Y,10,NA,NA
242,242,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.36.wav,Y,10,NA,NA
243,243,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_a_3.46.wav,Y,7,NA,NA
244,244,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.02.wav,Y,13,NA,NA
245,245,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.05.wav,N,10,NA,NA
246,246,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.07.wav,N,10,NA,NA
247,247,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.10.wav,Y,10,0,0.9
248,248,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.12.wav,N,10,NA,NA
249,249,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.15.wav,N,10,NA,NA
250,250,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.19.wav,Y,10,NA,NA
251,251,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.23.wav,Y,10,NA,NA
252,252,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.30.wav,N,10,NA,NA
253,253,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.33.wav,Y,12,NA,NA
254,254,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.37.wav,Y,12,NA,NA
255,255,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.46.wav,Y,15,NA,NA
256,256,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.50.wav,N,10,NA,NA
257,257,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.53.wav,Y,10,NA,NA
258,258,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_0.59.wav,Y,12,NA,NA
259,259,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_1.03.wav,Y,9,NA,NA
260,260,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_1.08.wav,Y,8,NA,NA
261,261,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_b_1.13.wav,N,10,NA,NA
262,262,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_c_0.01.wav,Y,10,NA,NA
263,263,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_d_1.05.wav,N,10,NA,NA
264,264,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_d_1.10.wav,Y,10,NA,NA
265,265,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_d_1.23.wav,Y,10,NA,NA
266,266,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_d_2.03.wav,Y,14,NA,NA
267,267,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_d_2.08.wav,Y,15,NA,NA
268,268,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_5.56.wav,Y,10,NA,NA
269,269,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.01.wav,Y,8,NA,NA
270,270,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.03.wav,Y,10,NA,NA
271,271,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.06.wav,Y,8,NA,NA
272,272,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.11.wav,Y,10,NA,NA
273,273,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.14.wav,Y,9,NA,NA
274,274,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.17.wav,Y,10,NA,NA
275,275,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.20.wav,Y,10,NA,NA
276,276,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.23.wav,Y,10,NA,NA
277,277,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.26.wav,Y,10,NA,NA
278,278,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.29.wav,Y,10,NA,NA
279,279,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.31.wav,Y,10,NA,NA
280,280,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.34.wav,Y,8,NA,NA
281,281,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.38.wav,Y,8,NA,NA
282,282,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_f_6.41.wav,Y,10,NA,NA
283,283,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_g_0.02.wav,Y,9,NA,NA
284,284,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_g_0.11.wav,Y,12,NA,NA
285,285,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_g_0.26.wav,N,10,NA,NA
286,286,Poecile.sp_Nm.GR_Apr032022_SparrowfootPUA.HenryCO.MO_SMP_g_0.30.wav,N,10,NA,NA
287,287,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_3.42.wav,Y,10,NA,NA
288,288,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_3.45.wav,N,10,NA,NA
289,289,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_3.48.wav,Y,10,NA,NA
290,290,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_3.51.wav,Y,12,NA,NA
291,291,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_3.53.wav,Y,10,NA,NA
292,292,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_3.57.wav,Y,10,NA,NA
293,293,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.00.wav,Y,10,NA,NA
294,294,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.03.wav,Y,9,NA,NA
295,295,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.06.wav,Y,10,NA,NA
296,296,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.09.wav,Y,10,NA,NA
297,297,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.13.wav,Y,10,NA,NA
298,298,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.16.wav,Y,10,NA,NA
299,299,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.20.wav,Y,9,NA,NA
300,300,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.23.wav,Y,10,NA,NA
301,301,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.25.wav,Y,10,NA,NA
302,302,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.28.wav,Y,10,NA,NA
303,303,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.31.wav,Y,8,NA,NA
304,304,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.34.wav,Y,10,NA,NA
305,305,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.37.wav,Y,10,NA,NA
306,306,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.40.wav,Y,10,NA,NA
307,307,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.43.wav,Y,8,NA,NA
308,308,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.47.wav,Y,9,NA,NA
309,309,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.53.wav,Y,8,NA,NA
310,310,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_4.57.wav,Y,10,NA,NA
311,311,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.01.wav,Y,10,NA,NA
312,312,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.05.wav,Y,8,NA,NA
313,313,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.10.wav,Y,10,NA,NA
314,314,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.15.wav,Y,10,NA,NA
315,315,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.19.wav,Y,10,NA,NA
316,316,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.22.wav,Y,8,NA,NA
317,317,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.25.wav,Y,10,NA,NA
318,318,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.42.wav,Y,10,NA,NA
319,319,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.45.wav,Y,12,NA,NA
320,320,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.51.wav,Y,10,NA,NA
321,321,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_5.56.wav,Y,10,NA,NA
322,322,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.00.wav,Y,7,NA,NA
323,323,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.04.wav,Y,9,NA,NA
324,324,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.10.wav,Y,18,NA,NA
325,325,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.22.wav,Y,12,NA,NA
326,326,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.27.wav,Y,15,NA,NA
327,327,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.32.wav,Y,10,NA,NA
328,328,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.37.wav,N,10,NA,NA
329,329,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.42.wav,Y,9,NA,NA
330,330,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.48.wav,Y,9,NA,NA
331,331,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_6.54.wav,Y,11,NA,NA
332,332,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_7.03.wav,Y,12,NA,NA
333,333,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_7.09.wav,Y,10,NA,NA
334,334,Poecile.sp_Nm.GR_Apr112022_SparrowfootPUA.HenryCO.MO_SMP_a_7.16.wav,Y,10,NA,NA
335,335,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.13.wav,Y,10,NA,NA
336,336,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.18.wav,Y,10,NA,NA
337,337,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.31.wav,Y,10,NA,NA
338,338,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.33.wav,Y,10,NA,NA
339,339,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.38.wav,Y,9,NA,NA
340,340,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.43.wav,Y,8,NA,NA
341,341,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.47.wav,Y,10,NA,NA
342,342,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_0.51.wav,Y,7,NA,NA
343,343,Poecile.sp_Nm.GR_Jul112022_SparrowfootPUA.HenryCO.MO_SMP_a_1.07.wav,N,10,NA,NA
344,344,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_0.03.wav,Y,10,NA,NA
345,345,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_0.26.wav,Y,10,NA,NA
346,346,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_0.33.wav,Y,10,NA,NA
347,347,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_2.39.wav,Y,10,NA,NA
348,348,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_2.47.wav,Y,10,NA,NA
349,349,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_3.00.wav,N,10,NA,NA
350,350,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_3.03.wav,N,10,NA,NA
351,351,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_3.22.wav,N,10,NA,NA
352,352,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_3.26.wav,Y,11,NA,NA
353,353,Poecile.sp_Nm.GR_Mar172022_SparrowfootPUA.HenryCO.MO_ZHV_a_3.29.wav,Y,11,NA,NA
354,354,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.00.wav,Y,9,NA,NA
355,355,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.04.wav,Y,10,NA,NA
356,356,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.10.wav,Y,10,NA,NA
357,357,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.14.wav,Y,10,NA,NA
358,358,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.17.wav,Y,10,NA,NA
359,359,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.21.wav,Y,10,NA,NA
360,360,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.28.wav,Y,9,NA,NA
361,361,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.31.wav,Y,6,NA,NA
362,362,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.36.wav,Y,7,NA,NA
363,363,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.51.wav,Y,10,NA,NA
364,364,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_0.56.wav,Y,10,NA,NA
365,365,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_a_1.04.wav,Y,9,NA,NA
366,366,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_1.50.wav,Y,15,NA,NA
367,367,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.11.wav,Y,10,NA,NA
368,368,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.14.wav,Y,10,NA,NA
369,369,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.22.wav,Y,10,NA,NA
370,370,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.29.wav,Y,10,NA,NA
371,371,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.33.wav,Y,10,NA,NA
372,372,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.37.wav,Y,10,NA,NA
373,373,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.40.wav,Y,10,NA,NA
374,374,Poecile.sp_Nm.GR_Mar272022_SparrowfootPUA.HenryCO.MO_SMP_b_2.45.wav,Y,10,NA,NA
375,375,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_0.06.wav,Y,8,NA,NA
376,376,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_0.11.wav,Y,10,NA,NA
377,377,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_0.37.wav,Y,6,NA,NA
378,378,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_0.48.wav,Y,9,NA,NA
379,379,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_0.53.wav,Y,9,NA,NA
380,380,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_0.59.wav,Y,14,NA,NA
381,381,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_1.22.wav,Y,10,NA,NA
382,382,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_1.28.wav,Y,9,NA,NA
383,383,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_1.36.wav,Y,10,NA,NA
384,384,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_1.41.wav,Y,10,NA,NA
385,385,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_1.48.wav,Y,10,NA,NA
386,386,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.00.wav,Y,10,NA,NA
387,387,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.05.wav,Y,7,NA,NA
388,388,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.10.wav,Y,7,NA,NA
389,389,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.16.wav,Y,8,NA,NA
390,390,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.23.wav,Y,7,NA,NA
391,391,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.29.wav,Y,9,NA,NA
392,392,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.35.wav,Y,10,NA,NA
393,393,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.48.wav,Y,8,NA,NA
394,394,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_2.55.wav,Y,10,NA,NA
395,395,Poecile.sp_Nm.RY_Apr022023_SparrowfootPUA.HenryCO.MO_smp_a_3.13.wav,Y,10,NA,NA
396,396,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_a_0.11.wav,Y,20,NA,NA
397,397,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_a_1.22.wav,Y,15,NA,NA
398,398,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_a_1.30.wav,Y,10,NA,NA
399,399,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_a_1.40.wav,Y,10,NA,NA
400,400,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_a_1.54.wav,Y,10,NA,NA
401,401,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_a_2.00.wav,Y,10,NA,NA
402,402,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_b_0.10.wav,Y,12,NA,NA
403,403,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_b_0.25.wav,Y,10,NA,NA
404,404,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_0.45.wav,Y,12,NA,NA
405,405,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_0.55.wav,Y,10,NA,NA
406,406,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_1.01.wav,Y,12,NA,NA
407,407,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_1.08.wav,Y,10,NA,NA
408,408,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_1.14.wav,Y,9,NA,NA
409,409,Poecile.sp_Nm.RY_Apr032023_SparrowfootPUA.HenryCO.MO_smp_c_1.27.wav,Y,10,NA,NA
