"","file_name","ind_ID","number_notes","duration","max_note_dur","min_note_dur","mean_note_dur","stdev_note_dur","signal_pause_ratio","max_freq","min_freq","stdev_note_max_freq","abs_max_slope","stdev_slope"
"1010","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_1.22.wav","Ym.NG",4,1.33031439393939,0.384837121212121,0.121132575757576,0.273352272727273,0.110251444944086,0.934065934065934,6.421875,3.140625,1.67502987963088,1.40625,0.652893200493006
"1011","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_1.26.wav","Ym.NG",5,1.37576752277328,0.388174468623482,0.135110450404858,0.23762282388664,0.123414358453314,1.27649769585253,6.421875,3.09375,1.51617258149427,1.453125,0.634459661838324
"1012","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_10.46.wav","Ym.NG",4,1.4265625,0.42216796875,0.17294921875,0.3171630859375,0.104254114955615,3.32676056338028,6.515625,3,1.67152814743164,3,1.29699265279579
"1013","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_10.55.wav","Ym.NG",5,1.30121776504298,0.366404011461318,0.0773638968481374,0.199856733524355,0.142031072124687,1.99570815450644,6.421875,3.234375,1.62427117069087,1.453125,0.642717618787598
"1014","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.00.wav","Ym.NG",4,1.1006244,0.340056466666667,0.104055133333333,0.211328466666667,0.106198794036272,0.72493100275989,6.421875,2.90625,1.40956640191452,1.265625,0.501036523275749
"1015","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.05.wav","Ym.NG",5,1.33624393624394,0.342654192654193,0.138565488565489,0.227505197505198,0.10255583597354,2.7578125,6.46875,3.140625,1.57027751826707,1.59375,0.756272597802869
"1016","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.10.wav","Ym.NG",6,1.33452722063037,0.344914040114613,0.0580229226361031,0.151325214899713,0.111286966984529,1.53357531760435,6.234375,3.28125,1.43000764858094,1.546875,0.633362029914566
"1017","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.16.wav","Ym.NG",4,1.33856831790964,0.366819202504083,0.132998775176919,0.289594107240065,0.109759159592356,1.42668428005284,6.46875,3.09375,1.60399967001438,1.546875,0.598306937454556
"1018","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.23.wav","Ym.NG",4,1.32569746869897,0.335714650244965,0.0997490813826891,0.258757697672836,0.107999497063465,1.10665137614679,6.515625,3.1875,1.67371758860515,1.453125,0.669508915175892
"1019","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.29.wav","Ym.NG",4,1.34833172817888,0.340032742905891,0.0976119230423851,0.266555636000359,0.115058145665528,1.15313225058005,6.421875,3.140625,1.63503512003565,1.546875,0.711409527364513
"1020","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.36.wav","Ym.NG",4,1.36030491024287,0.387279237064414,0.11049795406547,0.287241040786695,0.122221437606899,1.30133657351154,6.421875,3.09375,1.65661847316303,1.453125,0.664567822441773
"1021","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.41.wav","Ym.NG",5,1.22601009214568,0.329007953049583,0.0589427928916191,0.171684280386134,0.139202630754456,0.541948579161029,6.375,2.90625,1.58836406110973,2.578125,1.17813950587887
"1022","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_11.46.wav","Ym.NG",4,1.33796182822702,0.357004237820191,0.131866430185836,0.293483213523355,0.108067618934869,1.22209821428571,6.46875,3.09375,1.66191542824086,2.296875,1.06091909041465
"1023","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.00.wav","Ym.NG",4,1.39355828220859,0.391871165644172,0.109509202453988,0.284777607361964,0.121887354821921,1.86467486818981,6.46875,3.140625,1.67502987963088,3.5625,1.67065156754969
"1024","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.09.wav","Ym.NG",4,1.33724880952381,0.356027750410509,0.116888628899836,0.273186956075534,0.110294201227149,1.00791295746785,6.46875,3.09375,1.61520485349382,1.453125,0.677664013818795
"1025","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.14.wav","Ym.NG",4,1.42780071942446,0.376244784172662,0.148997222222222,0.300942231215028,0.10482347605112,1.16735966735967,6.46875,3.140625,1.69847774791319,1.6875,0.792266083380451
"1026","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.18.wav","Ym.NG",5,1.36199950622911,0.362199711333941,0.0792981616529931,0.224821004254026,0.117569355594167,0.916157205240175,6.46875,3.1875,1.44151104801958,1.6875,0.736400133249581
"1027","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.22.wav","Ym.NG",4,1.40904031452821,0.368881178232651,0.0718460434348477,0.220095528582127,0.157059596927127,0.694585448392555,6.46875,3.140625,1.6866317210642,1.546875,0.75
"1028","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.41.wav","Ym.NG",4,1.30662673104956,0.339787263119534,0.10611652696793,0.259931896865889,0.104549461094942,0.891544117647059,6.46875,3.1875,1.61520485349382,1.453125,0.695663534983867
"1029","Poecile.sp_Ym.NG_Mar192022_SparrowfootPUA.HenryCO.MO_SMP_a_12.46.wav","Ym.NG",5,1.32592064504373,0.349434220116618,0.0761037718658892,0.230240706997084,0.117788798212737,1.09146341463415,6.515625,3.140625,1.39030017273699,2.90625,1.26449602423752
